,station_id,Review,accessibility and availability_positive,amenities and location_positive,charging speed and efficiency_positive,compatibility and connectivity_positive,customer service_positive,ease of use_positive,payment Options_positive,price and cost_positive,queue and waiting time_positive,reliability and maintenance_positive,safety_positive,user-interface and mobile app_positive,accessibility and availability_negative,amenities and location_negative,charging speed and efficiency_negative,compatibility and connectivity_negative,customer service_negative,ease of use_negative,payment Options_negative,price and cost_negative,queue and waiting time_negative,reliability and maintenance_negative,safety_negative,user-interface and mobile app_negative
2042,981,Easy to use!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9991,727,There are no charging stations here,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11767,3335,"Tesla has EIGHT parking spaces at this location. As a hotel guest, I arrived late at night, and these were the only convenient parking spaces available. While I am happy to be courteous of the special needs of electric car drivers, it seemed reasonable to expect that there would not be EIGHT teslas arriving after ten pm that night, in need of charging.

The next morning I found that the driver's side window of my car had been VANDALIZED by a tesla employee/representative.

Clearly, these parking spaces are being leased by tesla from the hotel, so tesla is exerting its property rights. That's fine, tesla, but HOW ABOUT POSTING A SIGN WARNING THAT YOU WILL BE VANDALIZING MY CAR IF I PARK IN YOUR PRECIOUS SPACE? Really lousy corporate citizenship; but who among us is surprised by this behavior from tesla? You'd think that a company with so much expensive equipment sitting un-monitored at thousands of locations around the country would be careful about promoting vandalism. Yes, I parked in your precious parking space, tesla; but you went completely Putinesque with your response.

To be more precise: those parking spaces are not parking spaces: they are charging spaces. Even a tesla owner may not park there for FIVE MINUTES after the conclusion of charging, or tesla will start billing their account a trespassing fee. I cannot make this stuff up: go to their website for confirmation. Now, on top of having my car vandalized by this corporate miscreant, I feel the need to count myself fortunate that i was not also charged a trespassing fee.

In Teslaworld, there are two kinds of customer: tesla owners; and The Enemy. And even tesla owners must remain on their best behavior, or face punishment. I can only imagine that the rest of the tesla customer relationship must be quite self-affirming for low self-esteem Masochists.

You need not trouble yourself, tesla, with the concern of ever having my business in the future.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5660,2644,"Everything works, has rapid charging CHAdeMO and CCS",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11674,3163,"Charger wasn't working ""unavailable""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11248,2509,I cannot charge my 2015 Volt here.  Very disappointing.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,1845,Nice fast charger but no services nearby and a long walk to the unlocked door of the main Grand Geneva entrance for bathrooms. Using their bathroom facilities is a little strange in that you need to get let into the indoor pool and use their locker room as the bathroom. There is a nice little park for kids but otherwise not much else happening here.,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,1238,This is an extremely convenient location right in the mall parking lot. There are several restaurants right next to it. There is also a movie theater inside the mall in case you need to charge a little longer you can just catch a movie. I have charged here many times and I have never Had to wait to get a charging spot.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10270,1112,"This is hit or miss. Most of the time at least one of the stations is down. All the the stations are also very variable speed. Some are 7 kw, 48 kw(tested against 3 separate vehicles)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2534,1203,"If it wasn’t for this charging station I’d have to go back to driving a gas car. Granted it’s nearly 2 hours away from my house, but at least it’s right where i normally drive. Pretty much the only option this side of New Hampshire. The kittery one is kinda slow and you usually have to standby before you can get a spot while some a*****e charges all the way to 100%.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1953,934,"If you have a ev truck or van, these are tight if anyone is beside you. Fast chargers, when u can get a stall. We had to wait a bit then it all cleared out. All chargers working today, yay! However, charger 3 you have to use your app bc the credit card reader is non functioning.  If your hungry you can charge and walk over to the Burger King or there's a Logans Roadhouse both extremely close.",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5073,2357,"Love that there are several charging stations and that there are also a couple of level 3s! Fyi, one charger handle was cracked and with the faster chargers, one seems faster than the other. Otherwise, super thrilled to find level 3s!!",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1238,592,Surprise - free charging for the Thanksgiving holiday weekend!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5621,2625,Never knew  it was here..till this notice on here...was there for food trucks to try out..,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10744,1778,"it said this 200kw but charging 16 to 24 kw normally
dont wast your time",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1880,898,Roughly a half mile from I-40. Within walking distance of an Arby’s & a Chick-Fil-A. Lowes Foods and a few local shops & eateries to choose from as well. Has lighting for those that need to charge at night.,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8582,4019,Flo was the most reliable charging network on our trip October 2022. Get the Flo card to make it easy. Too bad they are only 50kw.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11661,3136,Someone smashed the screen on a station.  I don't know why someone would have gone out of their way to be this destructive.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6788,3159,From 10% to 100% charge in less than one hour. Clean and safe. Close to shopping.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9376,4483,"Great Location, Security Guard Help me with my Tesla when I arrived in a Tow truck.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9856,550,"9.0-9.9 kw today (Feb 26.). Only
3.5kw yesterday. Even in warmer weather, rarely (if ever) generates advertised power",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11514,2895,No chargers were working. Called in and was told nearest working charger over 30 miles.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9220,4386,"Conveniently located to food, shopping and other things. Not that fast, 150kw max but that doesn’t matter so much.

Every time we were here we had to come back and get the car before we hit idle fees because we found something else great to explore.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10450,1335,Horrible.  11 of 11 chargers non-functional. Ugly.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
553,278,"04/03/2023  Unless you're charging off-hours, expect to wait.  This station is in a very busy, large supermarket parking lot.  I've been here and they've had a society guard keeping order of charging turns.  I generally try to avoid this location if I can.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1439,684,"The Chargepoint ev charging station is conveniently located in the Kroger parking lot. There are three spaces, and there is usually one or more spots available. Charging is very cheap, and you get to park close to the Kroger front door.
Chick fi la is a very short walk away as well as the numerous shops along Bill Kennedy Street.",1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4761,2209,"The charging is good, but the whole lot is very dirty and lots of trash everywhere around. If you come after the restaurant work hours, there’s nowhere to go for restrooms. But during work hours you have 3 places to eat at and 1 fro-yo place.
We have previously charged nearby at Benton, that station was a bit faster.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7381,3427,Quick and easy connect and charge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,577,"Plenty of stalls great charging speeds.  Lots of choices to grab some good food nearby. It's right next to the High Roller, left of it actually.  There's also a Big City Bus Tour you take with open top that meets in that exact location.",0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8830,4145,"It has a little trail and park for kids while waiting to charge! We didnt get to use the bathroom but there is a hotel in front of it, gas station is just a couple buildings away…",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9446,1,Frustrating as hell!  Most of them require a 2nd or 3rd try to get the charger to work. This must improve!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5948,2767,The station is one of the better ones in the area. Being located next to Target is super convenient. Five stars when all the stations work.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,888,"Fast charge, went in to WaWa to use the bathroom. Place is clean. Can grab something to eat or drink. Super chargers are behind the Wawa store.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4629,2143,Nice 66kw fast charger,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,424,I have a EV Ford transit 350. I'm so happy I found these!! Please put some around the rest stops.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10360,1214,Both does not work! Charger id don’t exist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3184,1511,"Nice to have another EV charger on campus, but it looks outta place here across from campus auto.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9058,4286,Just one CHADeMO for us Leaf owners but it works well and quickly and it’s in good condition. An EVGo station is across the lot which means you have backup.,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10626,1613,This should be free!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10997,2149,Second time over 2 .months that we have tried to charge and it is not working. Called support and they confirmed so beware if the app says it is working.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1175,559,"Saved my butt today. They've got two chargers for my older chevy spark. Longer charge time for the lower power smaller station, but a guaranteed charge nonetheless. My 2 hours was only $3 and it would have only been that price for even longer.
Using the app is the best way to do it all! You can pay for a balance or do a subscription (I will be doing this).
Thankful for PGE and Shell partnering for this station. I'd prefer they replace the other more expensive locations or at least be in addition to those other locations (way more expensive but possibly a faster charge?) Idk if they even support charging my 2014 chevy spark.",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11972,3697,Needed to charge my car. The fast charging wasn't so fast and the cost was ridiculously expensive. The system was hopping between medium to high charge the entire session which extended the session. Terrible system. Evgo needs to do better the charging experience is too slow clunky and inconsistent and most of all too expensive.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8806,4133,"Overall a great charging location, super convenient for I-25 and the gas station has Wendy's and good snack options.

One side note: right now there is construction on the south bound I-25 exit and there is almost no signage on where the detour is. Your best bet is to get on I-25 north and get off on the first exit about 2 miles down then cross the bridge and head south. It's absolutely absurd.

Why 3 stars?

Cons:
There is only one charger suitable for anyone that has anything hitch mounted (hitch rack or trailer). We had a hitch mounted carrier with an ice chest on it, and even backing all the way up against the chargers, the cable didn't reach. So our only options were: park sideways and block a bunch of stalls OR remove the hitch rack. Luckily when we got there nearly all the chargers were empty but right when we finished charging, literally about 8 Teslas pulled in and we looked like the most inconsiderate Tesla owners on the planet for about 5 mins.

Given how quickly stalls filled up, and the limited options for anything hitch mounted, they clearly need more stalls here.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,925,"This charging station, at the FSK Mall, is slower than the Sheetz charging station across the street. Both stations are Tesla stations. Both are easy to use and in well lighted areas. The properties are also very clean. Both stations are never full so there is no waiting to charge. This station takes about 30 to 40 minutes to charge 20%.",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9667,261,"Update mid-Nov 2022: it appears this issue has been fixed, at least on the 350 kw on the left facing the chargers. Stars changed accordingly

Horrible station. None of the chargers would stay above 40-50 kw. Total waste of time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5212,2418,"Easy fast not to frickin expensive. Watch out for the ""u have stayed too long"" fee. It is brutal by the minute!!!!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10674,1676,None of them worked! No one in Sheetz knew anything about them!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3875,1805,"Plenty of spots. At a Sheetz, so you can grab a meal",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5529,2574,Both Tesla and Non- Tesla Charging stations are located in the northside parking lot (lot between the rest stop and gas station).  Charged my id.4 without any problems.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4545,2105,"Stopped here for the first time today.  Not busy, great area, super clean public bathrooms close at the mall. They had trash & recycle bins that weren't full or spilled out on the ground.  Highly recommend.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11350,2645,Hard to spot when you miss the roundabout  and space too tiny and expensive compared to some charging stations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12310,4311,"In three tries across two states, I still have never successfully charged on an Electrify America station.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
394,194,Charger does exists and charged at a 30kW rate  for my EV6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3024,1432,"Chargers at a Wawa. Tesla in-vehicle map showed only one open charger for 30 minutes ahead of our entry; but when we arrived, 4 were open.  Map still showed one when we left and 4 were open.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4183,1939,"No sidewalk nearby for walks while charging during a road trip, but there were some nice wild flowers in bloom. A little bit busy when we visited; 7 out of the 8 charge stations were in use during our charge session.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6724,3130,"Superchargers worked great and store was clean and convenient, but price was .41cents per KWH. Price was kinda ridiculous. Super happy with everything else except price. 2023 LRMY",0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7835,3647,Couple of restaurants in walking distance.   Stations worked first try.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9582,147,Could not charge. Blocked by the very dealership that hosts the charger.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12257,4242,Great…. But $4 just to go in the garage. Is there anyway to avoid the parking fee.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3345,1575,The Electrify American chargers are great when they work. My husband is always trying to get a job with electrify America to fix the chargers. He is very knowledgeable when it comes to the charging station. The problem is it's like pulling teeth just to get a job with fixing these chargers. The sad part is they don't realize what they're missing!!! he can build a charging station with his knowledge. If he would get hired there would be less issues with the charging station.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12260,4242,You should enter on the Macy’s side and then level G is all the way upstairs around near the roof. Level G does not mean Ground Floor! G is yellow and it’s ok the roof. Learned the hard way driving all around both sides of the mall and up and down.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9891,593,"Completely unavailable.  Also, despite having Cademo adapter they don't support Tesla Model 3.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6319,2940,Convenient to charge while zip lining. Charges Model 3 @ 46 miles/hour. Very close to Red River Gorge cabin rentals.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6110,2837,Took a second to find the station number but once I identified it charging was smooth with tesla ccs adapter. Ccs adapter on station 4 showing some wear and damage,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6363,2967,Nice and close.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,1769,"Decent charger, it's tucked way back.  Drive towards the big Meijer sign on the right side of the building - you'll see it when you get close enough. 300 to 400 miles an hour with 2 cars charging.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9375,4482,The chargers were all functional except for one. I was able to call and report this in.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6084,2826,"Excellent stop! Got to 250kW immediately, near great travel stop and hwy exit. Much better choice than the Davenport supercharger by all measures. Travel stop has food court with lots of indoor seating, noodles of snack and beverage options as well as souvenirs and a small I-80 'museum'. Clean and ample restrooms. Largest travel stop in the world gives you lots of room to walk around and explore if you want to stretch your legs. Highly recommend this supercharger.

Wendy's, Caribou coffee/Einstein bagels, DQ/orange Julius, Pizza Hut, Taco Bell inside and Arby's across the street.",0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9019,4264,"Southlake Town Center is the perfect place for these chargers, with convenient dining and shipping options. Just be forewarned that while the chargers are off the typical parking beaten path, there is a higher likelihood of being ICE'd when there are festivals or other events. The pics are from Octoberfest 2018.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,1474,Great charging location. You lose 3-6 miles off your range every time you supercharge your car. I had my 90D for less than a month; I can only charge to 273 miles instead of 294.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3990,1851,Great charging station for all owners of Teslas.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,1652,Surprised by some of the other reviews on this location. I've charged at this location many times and never had any issue. It's a new location as well I'm pulling great speeds when I visit it.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9053,4284,Cheaper than the one on Vacation Drive.. Paid less than $3 for 2 hrs charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,1409,"Great location to charge quickly while on a quick trip between SF and South Bay! Just a hop from 101. Huge and well lit parking lot, doesn’t feel isolated even late nights!",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7199,3347,Charger worked great. We were charged from about 15%-60% in 20 minutes. We didn't see any good spots to get out and walk nearby but it was also overcast/rainy so we didn't look very far.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9847,535,Cant find it.  Not where Google Maps or Plugshare says it is.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3152,1494,250 and 150 lots of them. Ground level in garage. Open air flow. Whole Foods about 138 steps.  Hide from the sun or the rain.  Lots of shops at the Palladio.,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7641,3568,The Tesla supercharger network is always awesome. No complaints here.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4858,2256,No chargers here. They have been moved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7779,3625,It's a good stopping point. Rarely iced. The bakery makes this a nice stop for picking up a little something different as a snack rather than the typical convenience store.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3129,1478,"Good if you are staying at that hotel.  But it's awkward to access and the so called public restroom requires a key that didn't work wen I was there.  The nearest restaurants are a clumsy walk behind a dumpster and down a narrow stair and were both closed during my visit at 11:00 am.  But, its reasonably fast, more so than the destination chargers elsewhere in northern AZ so I was glad to have it!",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
